initials,age,binary sex (F/M),time,word,likert_competitiveness,likert_traits,affectedness
ANH,23,M,7.382591875008075,hest,3,2,3
ANH,23,M,1.382836833014153,ko,3,2,3
ANH,23,M,1.3662380839814432,slange,3,2,3
ANH,23,M,2.0990248750022147,hjort,3,2,3
ANH,23,M,1.8062703750038054,svane,3,2,3
ANH,23,M,1.3662449159892276,and,3,2,3
ANH,23,M,4.092931249993853,mus,3,2,3
ANH,23,M,2.73385445799795,rotte,3,2,3
ANH,23,M,1.9377498750109226,bi,3,2,3
ANH,23,M,2.033552124979906,hveps,3,2,3
ANH,23,M,4.511110415973235,hund,3,2,3
ANH,23,M,1.7377905000175815,kat,3,2,3
ANH,23,M,2.3278245409892406,giraf,3,2,3
ANH,23,M,2.8664848749758676,elefant,3,2,3
ANH,23,M,3.7995286250079516,lemur,3,2,3
ANH,23,M,14.216495250002481,loeve,3,2,3
