initials,age,binary sex (F/M),time,word,likert_competitiveness,likert_traits,affectedness
F.S,21,M,2.6419310420023976,gris,4,2,3
F.S,21,M,0.7826173749999725,ko,4,2,3
F.S,21,M,1.1497817499985103,hund,4,2,3
F.S,21,M,1.3833941670018248,hest,4,2,3
F.S,21,M,6.632710375000897,flue,4,2,3
F.S,21,M,1.1663271669967799,slange,4,2,3
F.S,21,M,12.666969541998697,gazelle,4,2,3
F.S,21,M,3.9991765829981887,antilope,4,2,3
F.S,21,M,1.3165736250011832,tiger,4,2,3
F.S,21,M,1.6664513340001577,lion,4,2,3
F.S,21,M,0.18252270799712278,,4,2,3
F.S,21,M,6.282640458004607,zebra,4,2,3
F.S,21,M,3.0507084999990184,giraffe,4,2,3
F.S,21,M,1.716204457996355,hippo,4,2,3
F.S,21,M,2.816067625004507,elephant,4,2,3
F.S,21,M,2.1330496250011493,cat,4,2,3
F.S,21,M,2.5661582089960575,mouse,4,2,3
F.S,21,M,0.8330239589995472,rat,4,2,3
F.S,21,M,3.3158821249962784,hamset,4,2,3
